date,equity
1980-12-12,10000.0
1980-12-15,10000.0
1980-12-16,10000.0
1980-12-17,10000.0
1980-12-18,10000.0
1980-12-19,10000.0
1980-12-22,10000.0
1980-12-23,10000.0
1980-12-24,10000.0
1980-12-26,10000.0
1980-12-29,10000.0
1980-12-30,10000.0
1980-12-31,10000.0
1981-01-02,10000.0
1981-01-05,10000.0
1981-01-06,10000.0
1981-01-07,10000.0
1981-01-08,10000.0
1981-01-09,10000.0
1981-01-12,10000.0
1981-01-13,10000.0
1981-01-14,9999.999789840485
1981-01-15,10000.001933089401
1981-01-16,10000.001075795795
1981-01-19,10000.00750563195
1981-01-20,10000.004076412823
1981-01-21,10000.006219661738
1981-01-22,10000.00750563195
1981-01-23,10000.007076925542
1981-01-26,10000.00536234578
1981-01-27,10000.00450500002
1981-01-28,10000.001075795795
1981-01-29,9999.997217877712
1981-01-30,9999.991644612457
1981-02-02,9999.98607209226
1981-02-03,9999.98950133374
1981-02-04,9999.992832429569
1981-02-05,9999.992832429569
1981-02-06,9999.992832429569
1981-02-09,9999.992832429569
1981-02-10,9999.992832429569
1981-02-11,9999.992832429569
1981-02-12,9999.992832429569
1981-02-13,9999.992832429569
1981-02-17,9999.992832429569
1981-02-18,9999.992832429569
1981-02-19,9999.992832429569
1981-02-20,9999.992832429569
1981-02-23,9999.992832429569
1981-02-24,9999.992832429569
1981-02-25,9999.992832429569
1981-02-26,9999.992832429569
1981-02-27,9999.992832429569
1981-03-02,9999.992832429569
1981-03-03,9999.992832429569
1981-03-04,9999.992832429569
1981-03-05,9999.992832429569
1981-03-06,9999.992832429569
1981-03-09,9999.992832429569
1981-03-10,9999.992832429569
1981-03-11,9999.992832429569
1981-03-12,9999.992832429569
1981-03-13,9999.992832429569
1981-03-16,9999.992832429569
1981-03-17,9999.992832429569
1981-03-18,9999.992832429569
1981-03-19,9999.992832429569
1981-03-20,9999.992832429569
1981-03-23,9999.992832429569
1981-03-24,9999.992832429569
1981-03-25,9999.992832429569
1981-03-26,9999.992832429569
1981-03-27,9999.992832429569
1981-03-30,9999.992832429569
1981-03-31,9999.992832429569
1981-04-01,9999.992832429569
1981-04-02,9999.992832429569
1981-04-03,9999.992832429569
1981-04-06,9999.992832429569
1981-04-07,9999.992832429569
1981-04-08,9999.992832429569
1981-04-09,9999.992832429569
1981-04-10,9999.992832429569
1981-04-13,9999.992832429569
1981-04-14,9999.992641141867
1981-04-15,9999.987925930178
1981-04-16,9999.982781311726
1981-04-20,9999.98535326705
1981-04-21,9999.991355186557
1981-04-22,9999.994784420585
1981-04-23,9999.997356331205
1981-04-24,9999.996499022698
1981-04-27,9999.995641743993
1981-04-28,9999.993927104628
1981-04-29,9999.992641141867
1981-04-30,9999.99435575143
1981-05-01,9999.99435575143
1981-05-04,9999.993927104628
1981-05-05,9999.993498465275
1981-05-06,9999.990926532304
1981-05-07,9999.992212457812
1981-05-08,9999.99306978122
1981-05-11,9999.990926532304
1981-05-12,9999.990926532304
1981-05-13,9999.990497892952
1981-05-14,9999.98921191529
1981-05-15,9999.991355186557
1981-05-18,9999.99306978122
1981-05-19,9999.991355186557
1981-05-20,9999.99435575143
1981-05-21,9999.999929009235
1981-05-22,10000.004644235825
1981-05-26,10000.004215581572
1981-05-27,10000.010216763472
1981-05-28,10000.010216763472
1981-05-29,10000.010645373022
1981-06-01,10000.010645373022
1981-06-02,10000.005072860276
1981-06-03,10000.005072860276
1981-06-04,10000.007216146445
1981-06-05,10000.00550151453
1981-06-08,10000.0016436486
1981-06-09,10000.003786904967
1981-06-10,10000.005072860276
1981-06-11,10000.00978812412
1981-06-12,10000.008502153909
1981-06-15,10000.008073454952
1981-06-16,10000.005930183685
1981-06-17,10000.004215581572
1981-06-18,10000.003786904967
1981-06-19,10000.000786340093
1981-06-22,9999.9969276546
1981-06-23,9999.998642308867
1981-06-24,9999.996070338642
1981-06-25,9999.998213691866
1981-06-26,9999.9969276546
1981-06-29,9999.993498465275
1981-06-30,9999.986210545754
1981-07-01,9999.98535326705
1981-07-02,9999.98535326705
1981-07-06,9999.982352672374
1981-07-07,9999.983210003233
1981-07-08,9999.98654961334
1981-07-09,9999.98654961334
1981-07-10,9999.98654961334
1981-07-13,9999.98654961334
1981-07-14,9999.98654961334
1981-07-15,9999.98654961334
1981-07-16,9999.98654961334
1981-07-17,9999.98654961334
1981-07-20,9999.98654961334
1981-07-21,9999.98654961334
1981-07-22,9999.98654961334
1981-07-23,9999.98654961334
1981-07-24,9999.98654961334
1981-07-27,9999.98654961334
1981-07-28,9999.98654961334
1981-07-29,9999.98654961334
1981-07-30,9999.98654961334
1981-07-31,9999.98654961334
1981-08-03,9999.98654961334
1981-08-04,9999.98654961334
1981-08-05,9999.98654961334
1981-08-06,9999.98654961334
1981-08-07,9999.98654961334
1981-08-10,9999.98654961334
1981-08-11,9999.98654961334
1981-08-12,9999.98654961334
1981-08-13,9999.98654961334
1981-08-14,9999.98654961334
1981-08-17,9999.98654961334
1981-08-18,9999.98654961334
1981-08-19,9999.98654961334
1981-08-20,9999.98654961334
1981-08-21,9999.98654961334
1981-08-24,9999.98654961334
1981-08-25,9999.98654961334
1981-08-26,9999.98654961334
1981-08-27,9999.98654961334
1981-08-28,9999.98654961334
1981-08-31,9999.98654961334
1981-09-01,9999.98654961334
1981-09-02,9999.98654961334
1981-09-03,9999.98654961334
1981-09-04,9999.98654961334
1981-09-08,9999.98654961334
1981-09-09,9999.98654961334
1981-09-10,9999.98654961334
1981-09-11,9999.98654961334
1981-09-14,9999.98654961334
1981-09-15,9999.98654961334
1981-09-16,9999.98654961334
1981-09-17,9999.98654961334
1981-09-18,9999.98654961334
1981-09-21,9999.98654961334
1981-09-22,9999.98654961334
1981-09-23,9999.98654961334
1981-09-24,9999.98654961334
1981-09-25,9999.98654961334
1981-09-28,9999.98654961334
1981-09-29,9999.98654961334
1981-09-30,9999.98654961334
1981-10-01,9999.98654961334
1981-10-02,9999.98654961334
1981-10-05,9999.98654961334
1981-10-06,9999.98654961334
1981-10-07,9999.98654961334
1981-10-08,9999.98654961334
1981-10-09,9999.98654961334
1981-10-12,9999.98654961334
1981-10-13,9999.98654961334
1981-10-14,9999.98654961334
1981-10-15,9999.98654961334
1981-10-16,9999.98654961334
1981-10-19,9999.98654961334
1981-10-20,9999.98654961334
1981-10-21,9999.98654961334
1981-10-22,9999.98654961334
1981-10-23,9999.98654961334
1981-10-26,9999.98654961334
1981-10-27,9999.98654961334
1981-10-28,9999.98654961334
1981-10-29,9999.98654961334
1981-10-30,9999.986412366166
1981-11-02,9999.986412366166
1981-11-03,9999.985555094912
1981-11-04,9999.983840448096
1981-11-05,9999.979124465272
1981-11-06,9999.97955317913
1981-11-09,9999.980410439208
1981-11-10,9999.98083908601
1981-11-11,9999.982553725376
1981-11-12,9999.984697734251
1981-11-13,9999.979981792405
1981-11-16,9999.979124465272
1981-11-17,9999.980410439208
1981-11-18,9999.982553725376
1981-11-19,9999.982553725376
1981-11-20,9999.982982342377
1981-11-23,9999.979981792405
1981-11-24,9999.97955317913
1981-11-25,9999.98083908601
1981-11-27,9999.982553725376
1981-11-30,9999.98169642432
1981-12-01,9999.98169642432
1981-12-02,9999.982125078574
1981-12-03,9999.981267747715
1981-12-04,9999.982982342377
1981-12-07,9999.983411048785
1981-12-08,9999.982125078574
1981-12-09,9999.982553725376
1981-12-10,9999.982553725376
1981-12-11,9999.982125078574
1981-12-14,9999.98071313215
1981-12-15,9999.98071313215
1981-12-16,9999.98071313215
1981-12-17,9999.98071313215
1981-12-18,9999.98071313215
1981-12-21,9999.980209027397
1981-12-22,9999.98149501996
1981-12-23,9999.979780402946
1981-12-24,9999.980209027397
1981-12-28,9999.976779845523
1981-12-29,9999.978065785932
1981-12-30,9999.981066358256
1981-12-31,9999.981066358256
1982-01-04,9999.980637718903
1982-01-05,9999.976779845523
1982-01-06,9999.975922514664
1982-01-07,9999.970349219608
1982-01-08,9999.973350566792
1982-01-11,9999.96906330155
1982-01-12,9999.96692005636
1982-01-13,9999.966491342502
1982-01-14,9999.969491955804
1982-01-15,9999.973779243397
1982-01-18,9999.975065191256
1982-01-19,9999.973350566792
1982-01-20,9999.974636574256
1982-01-21,9999.975922514664
1982-01-22,9999.976351161467
1982-01-25,9999.974207927453
1982-01-26,9999.97163597958
1982-01-27,9999.972064611482
1982-01-28,9999.974207927453
1982-01-29,9999.975065191256
1982-02-01,9999.974207927453
1982-02-02,9999.974567127632
1982-02-03,9999.974567127632
1982-02-04,9999.974567127632
1982-02-05,9999.974567127632
1982-02-08,9999.974567127632
1982-02-09,9999.974567127632
1982-02-10,9999.974567127632
1982-02-11,9999.974567127632
1982-02-12,9999.974567127632
1982-02-16,9999.974567127632
1982-02-17,9999.974567127632
1982-02-18,9999.974567127632
1982-02-19,9999.974567127632
1982-02-22,9999.974567127632
1982-02-23,9999.974567127632
1982-02-24,9999.974567127632
1982-02-25,9999.974567127632
1982-02-26,9999.974567127632
1982-03-01,9999.974567127632
1982-03-02,9999.974567127632
1982-03-03,9999.974567127632
1982-03-04,9999.974567127632
1982-03-05,9999.974567127632
1982-03-08,9999.974567127632
1982-03-09,9999.974567127632
1982-03-10,9999.974567127632
1982-03-11,9999.974567127632
1982-03-12,9999.974567127632
1982-03-15,9999.974567127632
1982-03-16,9999.974567127632
1982-03-17,9999.974567127632
1982-03-18,9999.974567127632
1982-03-19,9999.974567127632
1982-03-22,9999.974567127632
1982-03-23,9999.974567127632
1982-03-24,9999.974567127632
1982-03-25,9999.974567127632
1982-03-26,9999.974567127632
1982-03-29,9999.974567127632
1982-03-30,9999.974567127632
1982-03-31,9999.974567127632
1982-04-01,9999.974567127632
1982-04-02,9999.974567127632
1982-04-05,9999.974567127632
1982-04-06,9999.974567127632
1982-04-07,9999.974567127632
1982-04-08,9999.974567127632
1982-04-12,9999.974567127632
1982-04-13,9999.974567127632
1982-04-14,9999.974567127632
1982-04-15,9999.974567127632
1982-04-16,9999.974567127632
1982-04-19,9999.974567127632
1982-04-20,9999.974567127632
1982-04-21,9999.974567127632
1982-04-22,9999.974567127632
1982-04-23,9999.974567127632
1982-04-26,9999.974567127632
1982-04-27,9999.974567127632
1982-04-28,9999.974567127632
1982-04-29,9999.974567127632
1982-04-30,9999.974567127632
1982-05-03,9999.974567127632
1982-05-04,9999.974567127632
1982-05-05,9999.974567127632
1982-05-06,9999.974567127632
1982-05-07,9999.974567127632
1982-05-10,9999.974567127632
1982-05-11,9999.974567127632
1982-05-12,9999.974567127632
1982-05-13,9999.974567127632
1982-05-14,9999.974567127632
1982-05-17,9999.974567127632
1982-05-18,9999.974567127632
1982-05-19,9999.974567127632
1982-05-20,9999.974567127632
1982-05-21,9999.974567127632
1982-05-24,9999.974567127632
1982-05-25,9999.974567127632
1982-05-26,9999.974567127632
1982-05-27,9999.974567127632
1982-05-28,9999.974567127632
1982-06-01,9999.974567127632
1982-06-02,9999.974567127632
1982-06-03,9999.974567127632
1982-06-04,9999.974567127632
1982-06-07,9999.974567127632
1982-06-08,9999.974567127632
1982-06-09,9999.974567127632
1982-06-10,9999.974567127632
1982-06-11,9999.974567127632
1982-06-14,9999.974567127632
1982-06-15,9999.974567127632
1982-06-16,9999.974567127632
1982-06-17,9999.974567127632
1982-06-18,9999.974567127632
1982-06-21,9999.974567127632
1982-06-22,9999.974567127632
1982-06-23,9999.974567127632
1982-06-24,9999.974567127632
1982-06-25,9999.974567127632
1982-06-28,9999.974567127632
1982-06-29,9999.974567127632
1982-06-30,9999.974567127632
1982-07-01,9999.974567127632
1982-07-02,9999.974567127632
1982-07-06,9999.974567127632
1982-07-07,9999.974567127632
1982-07-08,9999.974567127632
1982-07-09,9999.974567127632
1982-07-12,9999.974567127632
1982-07-13,9999.974567127632
1982-07-14,9999.974567127632
1982-07-15,9999.974567127632
1982-07-16,9999.974567127632
1982-07-19,9999.974567127632
1982-07-20,9999.974567127632
1982-07-21,9999.974567127632
1982-07-22,9999.974567127632
1982-07-23,9999.974567127632
1982-07-26,9999.974567127632
1982-07-27,9999.974567127632
1982-07-28,9999.974567127632
1982-07-29,9999.974567127632
1982-07-30,9999.974567127632
1982-08-02,9999.974567127632
1982-08-03,9999.974567127632
1982-08-04,9999.974567127632
1982-08-05,9999.974567127632
1982-08-06,9999.97409603331
1982-08-09,9999.974524683837
1982-08-10,9999.977096590732
1982-08-11,9999.97752524871
1982-08-12,9999.977096590732
1982-08-13,9999.977096590732
1982-08-16,9999.97795390669
1982-08-17,9999.980954493914
1982-08-18,9999.980954493914
1982-08-19,9999.981383155618
1982-08-20,9999.982669129555
1982-08-23,9999.98481237847
1982-08-24,9999.987385067676
